"asc_1","asc_2","asc_3","b_intelligence","b_reliability","b_pace","b_energy","b_safety","phi1","phi2","error_sd","timesteps","logLike"
-0.140686121560202,0.0593439408572951,0,-0.448647468928185,0.343430815582111,0.393510137692354,0.108301285239123,0.374513033939694,18.7702013993117,0.18227820641351,1.22679027808143,10,-190.655276197255
-0.228419314310387,0.0966959346078028,0,-0.454519281139982,0.341559412732054,0.392338329552373,0.116111375616014,0.375617982512567,18.8027379532309,0.182251619001955,1.22679027808143,10,-190.652029917976
-0.355867675533574,0.15085220770712,0,-0.459203722099173,0.340090098806316,0.391825969442444,0.121975766170648,0.376419761398002,18.8499973167502,0.182239393119493,1.22679027808143,10,-190.366877744756
-0.355921946946893,0.150874232621989,0,-0.459200100946018,0.340245843816804,0.391778409145054,0.121826472433453,0.376457249223468,18.8500175690599,0.184331594731452,1.22679027808143,10,-190.365257096997
-0.357299811591037,0.151432643319464,0,-0.459465473108966,0.344727700525077,0.390232144956566,0.117742637990803,0.377870866297097,18.8505325077835,0.184440478449518,1.22679027808143,10,-190.364501965995
-0.365485818810732,0.154593022637651,0,-0.460078624577231,0.345849087124615,0.398707072877763,0.10814000420163,0.378490336212379,18.8536327139272,0.184564511912236,1.22679027808143,10,-190.364496381062
-0.417942648766634,0.175076024430353,0,-0.458275951631463,0.344907554991555,0.391405779613419,0.106718918788774,0.386351554396139,18.8734269242599,0.185287613096494,1.22679027808143,10,-190.36248254917
-0.446327063478728,0.186168360003574,0,-0.457985794733802,0.348409210056972,0.388836517389562,0.108224477367118,0.38362343382599,18.8841449293769,0.185611594258766,1.22679027808143,10,-190.361002506573
-0.487900939469396,0.202352430384186,0,-0.459610110834799,0.349857816048482,0.387974365862956,0.109557757027163,0.383328031733097,18.899851055621,0.185767042538049,1.22679027808143,10,-190.359327154226
-0.498037239459799,0.206290903873404,0,-0.459285696559067,0.349962109476673,0.387751420385091,0.109591281478051,0.383088747820468,18.9036792166134,0.18578506842244,1.22679027808143,10,-190.358916382346
-0.521816745287632,0.215517314397661,0,-0.459892559384393,0.350325162246879,0.387639359599339,0.109996784908472,0.383039150642984,18.9126633382478,0.185824177233226,1.22679027808143,10,-190.357941441046
-0.523168924713234,0.216041058924243,0,-0.459888801223135,0.350334420927135,0.387630376419686,0.110005486351379,0.383026416613723,18.9131741497315,0.185825529461193,1.22679027808143,10,-190.35788541455
-0.523553698346941,0.216189820230411,0,-0.459891049705689,0.350336772173518,0.387629451655265,0.110008385064167,0.383024346615042,18.9133195063228,0.185825836633058,1.22679027808143,10,-190.357869334484
-0.523656614441078,0.216229534204304,0,-0.459891353592143,0.350337189196879,0.387629317298274,0.110008966882238,0.383023780933062,18.9133583939487,0.185825897208986,1.22679027808143,10,-190.35786500696
-0.523791705458348,0.216281575219004,0,-0.459891854235241,0.350337596979855,0.387629316203984,0.110009651713549,0.383023150108693,18.9134094282835,0.18582595966094,1.22679027808143,10,-190.357859303338
-0.523929223573996,0.216334455935611,0,-0.459892321439049,0.350337888518095,0.387629441740353,0.110010266860756,0.383022547571385,18.9134614121981,0.185826007943059,1.22679027808143,10,-190.357853475838
-0.523962380882759,0.216347171453723,0,-0.459892445680485,0.350337786695566,0.387629811557363,0.110010478447513,0.38302219032063,18.9134739436095,0.185825076588612,1.22679027808143,10,-190.357851652332
